bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
1014950049,1046787,40 East 84th St,10028,Multifamily Housing,0,1963,134035,1,17,126.3,,,4.72,Multifamily Home,"{'Multifamily Home': 128035.0, 'Retail': 6000.0, 'Parking': 3340.0}",0,3781815.1,145,164661.76,4301226.2,,54,,,,
1015900007,1051381,1 Gracie Ter,10028,Multifamily Housing,0,1954,227200,1,20,102.2,,,5.24,Multifamily Home,"{'Multifamily Home': 208122.0, 'Medical Office': 19078.0}",0,3762223.75,260,465597.06,,,135,,,,10980880.09
1014460042,1044866,320 East 72nd St,10021,Multifamily Housing,0,1930,141985,1,19,104.7,,,5.36,Multifamily Home,,0,2322713.5,111,18973.33,,,42,,,8082674.3,
1008220054,1015505,22 West 21st St,10010,Office,93,1907,108000,1,12,104.9,,,3.36,Multifamily Home,"{'Multifamily Home': 62250.0, 'Medical Office': 18000.0, 'Office': 40000.0}",0,4387355.97,12,1870.97,,2.3,5,,,,1466838.42
1008050067,1015147,110 West 57th St,10019,Office,0,1924,67600,1,7,225.1,,,7.04,Office,"{'Other': 8200.0, 'Office': 59400.0}",0,4032102.82,,49421.73,38356191.46,2.31,,,,,
1007790066,1014303,242 West 30th St,10001,Office,93,1927,98000,1,14,112.3,,,4.23,Office,"{'Retail': 12000.0, 'Office': 86000.0}",0,2651410.17,,845.16,,2.3,,,,,2781954.48
1008050094,1015152,150 West 30th St,10001,Office,90,1912,236841,1,20,115,,,4.73,Office,"{'Retail': 20000.0, 'Office': 216841.0}",0,6543467.56,,13006.45,,0.89,,,,,9777406.67
1013610021,1040079,1 Beekman Pl,10022,Multifamily Housing,0,1931,151000,1,17,201.9,,,8.53,Multifamily Home,,0,5038168.01,104,7590.63,11723576.52,,32,,,,
1022410014,1064982,77 Cooper Street,10034,Multifamily Housing,0,1936,52928,1,6,164.4,,,9.64,,,,,,,,,,,,,
1013130001,1037163,485 Park Ave,10022,Multifamily Housing,0,1922,88547,1,14,94.7,,,3.83,Multifamily Home,"{'Multifamily Home': 83647.0, 'Other': 4900.0}",0,1412631.18,52,6966.46,3106818.39,,24,,,,
1013110065,1036897,110 East 57th St,10022,Multifamily Housing,0,1957,161300,1,21,149.3,,,5.98,Multifamily Home,"{'Multifamily Home': 152280.0, 'Other': 9020.0, 'Parking': 3600.0}",0,4852524.76,201,4200,8504799.33,,108,,,,
1014130064,1043260,120 East 79th St & 116 East 79th St,10075,Multifamily Housing,0,1947,77953,1,20,99.3,,,6.25,Multifamily Home,"{'Multifamily Home': 75753.0, 'Other': 2200.0}",0,1744382.58,96,147309.68,,,78,,,,4930206.31
1013810035,1041175,640 Park Ave,10065,Multifamily Housing,0,1914,95615,1,12,63.6,,,4.21,Multifamily Home,"{'Multifamily Home': 91615.0, 'Other': 4000.0}",0,492195.63,58,6740,,,13,,,,5172507.33
1013927501,1072068,40 East 78th St,10075,Multifamily Housing,0,1958,169124,1,16,124.5,,,6.29,Multifamily Home,"{'Multifamily Home': 150518.0, 'Other': 18606.0, 'Parking': 24000.0}",0,3413789.32,208,709668.88,,,111,,,,9033656.16
1015100072,1047595,955 Park Ave (106 East 82nd St),10028,Multifamily Housing,0,1915,68731,1,13,162.1,,,7.17,Multifamily Home,,0,3548180.42,96,2459.2,,,29,,4935920.93,,
1014107504,1043138,823 Park Ave,10021,Multifamily Housing,0,1920,61381,1,13,160.6,,,5.3,Multifamily Home,,0,2381024.37,55,2703427.27,,,12,,,,
1014020021,1042469,901 Lexington Ave,10065,Multifamily Housing,0,1905,47531,1,11,150.1,,,7.58,Multifamily Home,"{'Multifamily Home': 43574.0, 'Other': 3957.0}",0,1345093.43,56,10520,,,20,,,,3725896.46
1015900044,1051389,7 Gracie Sq,10128,Multifamily Housing,0,1929,93360,1,15,110.9,,,5.89,Multifamily Home,,0,1488749.41,113,52568.2,,,39,,,,3503211.58
1015120001,1047642,983 Park Ave,10028,Multifamily Housing,0,1927,157457,1,15,155.9,,,7.23,Multifamily Home,"{'Multifamily Home': 152113.0, 'Other': 5344.0}",0,4295874.36,594,25267.65,,,54,,,,9288324.07
2032840048,2016564,2866 Marion Ave,10458,Multifamily Housing,0,1956,59040,1,6,130.1,,,7.38,Multifamily Home,,0,952081.53,81,281285.7,,,67,,,,6144516.88
1015040069,1047093,1115 Fifth Ave,10128,Multifamily Housing,0,1926,196547,1,14,92.1,,,4.14,Multifamily Home,"{'Multifamily Home': 194347.0, 'Other': 2200.0}",0,3607997.3,135,17966.67,,,42,,7957748.84,,
1014980010,1046848,11 East 86th St,10028,Multifamily Housing,0,1960,127460,1,20,122.1,,,6.33,Multifamily Home,"{'Multifamily Home': 124960.0, 'Other': 2500.0, 'Parking': 5000.0}",0,2598199.87,149,242460.61,,,54,,,,7262648.3
1015230001,1048412,1199 Park Ave,10128,Multifamily Housing,0,1961,233500,1,18,110.1,,,5.8,Multifamily Home,"{'Multifamily Home': 231700.0, 'Other': 1800.0, 'Parking': 15000.0}",0,4080192.76,345,1710683.33,,,156,,,,11545558.6
1013660025,1040353,50 Sutton Place South,10022,Multifamily Housing,0,1955,355000,1,19,101.1,,,5.24,Multifamily Home,"{'Multifamily Home': 355000.0, 'Parking': 20000.0}",0,5928619.95,390,408150,,,186,,,,18339386.04
1013980060,1042117,136 East 64th St,10065,Multifamily Housing,0,1928,150572,1,11,111.1,,,5.23,Multifamily Home,"{'Multifamily Home': 139972.0, 'Retail': 7400.0, 'Other': 3200.0}",0,3280772.03,108,85093.75,,,66,,,,6814277.44
1013500011,1040000,325 East 57th St,10022,Multifamily Housing,0,1929,92593,1,15,97.5,,,5.06,Multifamily Home,,0,1387273.76,148,84520,,,61,,,,4459704.93
1010087501,1023398,112 West 56th St,10106,Multifamily Housing,0,1982,411952,1,32,56.9,,,1.93,Multifamily Home,"{'Multifamily Home': 291952.0, 'Other': 120000.0}",0,5300129.89,128,6390567.27,,,51,,,,
1013987502,1076296,139 East 63rd St,10065,Multifamily Housing,0,1962,100937,1,16,145.9,,,6.96,Multifamily Home,"{'Multifamily Home': 95487.0, 'Other': 5450.0}",0,2176325.71,91,220253.33,6758437.2,,54,,,,
1014060046,1042822,164 East 72nd St,10021,Multifamily Housing,0,1926,107645,1,15,86.7,,,4.41,Multifamily Home,"{'Multifamily Home': 106915.0, 'Other': 730.0}",0,1605464.41,160,15160,,,40,,,,5290104.68
1015070045,1047434,60 East 96th St,10128,Multifamily Housing,0,1929,121569,1,17,117.5,,,6.39,Multifamily Home,,0,2068573.06,86,161420,,,73,,,,7802338.34
1015070041,1047433,70 East 96th St,10128,Multifamily Housing,0,1929,120231,1,17,101.5,,,4.94,Multifamily Home,"{'Multifamily Home': 118423.0, 'Other': 1808.0}",0,2027284.6,173,104860,,,62,,6229575.79,,
1013847501,1041317,28 East 70th St,10021,Multifamily Housing,0,1927,80992,1,15,235.1,,,7.44,Multifamily Home,"{'Multifamily Home': 64192.0, 'Retail': 16800.0}",0,5379777.45,33,30566.67,1739080.1,,10,,,,
2031730013,2013904,2420 Morris Ave,10468,Multifamily Housing,0,1955,70000,1,6,198.6,,,13.3,Multifamily Home,,0,966492.64,105,317490.29,,,74,,,,6374197.19
2043220051,2049437,2165 Matthews Ave,10462,Multifamily Housing,0,1959,58500,1,6,124.5,,,7.24,Multifamily Home,,0,876263.48,61,247244.78,,,62,,,,3774638.3
1013690012,1040539,435 East 57th St,10022,Multifamily Housing,0,1927,96038,1,16,90.6,,,3.4,Multifamily Home,"{'Multifamily Home': 93638.0, 'Other': 2400.0}",0,1399281.32,107,4545960,,,62,,,278351.83,
1014000062,1042444,116 East 66th St (114 East 66th St),10065,Multifamily Housing,0,1954,80000,1,13,206.9,,,8.43,Multifamily Home,,0,1836020.28,75,5519959.14,,,55,,30347.22,,
2024590030,2002795,860 Grand Concourse,10451,Multifamily Housing,0,1941,90659,1,7,144.8,,,8.67,Multifamily Home,"{'Multifamily Home': 90059.0, 'Other': 600.0}",0,1541964.38,187,353973.16,,,110,,,,8450619.06
1015010040,1046977,1112 Park Ave,10128,Multifamily Housing,0,1927,128811,1,15,91.4,,,4.24,Multifamily Home,"{'Multifamily Home': 124678.0, 'Other': 4133.0}",0,2282131.53,68,40987.5,,,40,,,,7827701.16
1014040014,1042486,129 East 69th St,10065,Multifamily Housing,0,1916,83140,1,12,94.9,,,4.64,Multifamily Home,"{'Multifamily Home': 78153.0, 'Retail': 3069.0, 'Medical Office': 1918.0}",0,1343282.02,91,103977.92,,,29,,3858276.84,,
1014960054,1046824,38 East 85th St,10028,Multifamily Housing,0,1925,115800,1,12,94.7,,,5.06,Multifamily Home,"{'Multifamily Home': 110300.0, 'Other': 5500.0}",0,1668809.97,130,107688.24,,,62,,,,5494235.45
1015120070,1047665,993 Park Ave,10028,Multifamily Housing,0,1915,138264,1,13,102.4,,,4.99,Multifamily Home,"{'Multifamily Home': 133334.0, 'Other': 4930.0}",0,2494681.69,133,38958.82,,,51,,6827372.72,,
1011177502,1081012,43 West 64th St,10023,Multifamily Housing,0,1911,105934,1,12,169.6,,,6.3,Multifamily Home,"{'Multifamily Home': 96934.0, 'Other': 9000.0}",0,5065735.59,102,169046.67,5768013.49,,32,,,,
1014120071,1043221,875 Park Ave,10075,Multifamily Housing,0,1912,114300,1,13,153.7,,,7.38,Multifamily Home,,0,3390523.18,148,71154.55,,,50,,,,7312658.92
4051010033,4115061,132-70 Sanford Ave,11355,Multifamily Housing,0,1925,78927,2,6,140.8,,,8.79,Multifamily Home,,0,1485414.2,174,47100,,,77,,,,6285653.79
1015030038,1047025,1150 Park Ave,10128,Multifamily Housing,0,1940,178245,1,19,50.7,,,1.46,Multifamily Home,"{'Multifamily Home': 174445.0, 'Other': 3800.0}",0,2814854.24,185,158740.63,,,89,,,1111881.74,0
1015697502,1076331,401 East 89th St,10128,Multifamily Housing,0,1963,191306,1,18,183.3,,,10.12,Multifamily Home,"{'Multifamily Home': 189556.0, 'Other': 1750.0, 'Parking': 5500.0}",0,4864216.17,237,382812.12,,,198,,,,20548208.04
1014060065,1042829,114 East 72nd St,10021,Multifamily Housing,0,1963,121368,1,20,107.5,,,4.11,Multifamily Home,"{'Multifamily Home': 119368.0, 'Other': 2000.0}",0,2893420.03,170,114390,3085615.05,,45,,,,
1014460038,1044864,340 East 72nd St,10021,Multifamily Housing,0,1930,99272,1,16,77.6,,,5.32,Multifamily Home,"{'Multifamily Home': 97072.0, 'Other': 2200.0}",0,354366.58,92,18870,,,35,,,,6653730.75
1015090016,1047509,133 East 80th St,10075,Multifamily Housing,0,1930,82291,1,14,114.6,,,5.83,Multifamily Home,"{'Multifamily Home': 80711.0, 'Other': 1580.0}",0,1367173.73,64,18817.01,,,21,,,,5165967.94
1013817502,1076285,45 East 66th St,10065,Multifamily Housing,0,1907,163553,1,10,61.8,,,2.56,Multifamily Home,"{'Multifamily Home': 155153.0, 'Other': 8400.0}",0,1668073.18,80,13227.28,4256763.68,,33,,,,
1013810069,1041195,2 East 67th St,10065,Multifamily Housing,0,1928,102879,1,12,86.7,,,4.57,Multifamily Home,,0,405923.81,52,4455.91,6100620.9,,14,,,,
1014070001,1042841,765/775 Park Ave,10021,Multifamily Housing,0,1927,227063,1,14,98.7,,,4.41,Multifamily Home,,0,4592160.48,200,12925.81,,,48,,,,12272373.6
1014130001,1043230,885 Park Ave,10075,Multifamily Housing,0,1927,183090,1,15,111,,,4.02,Multifamily Home,"{'Multifamily Home': 175590.0, 'Medical Office': 7500.0}",0,30434790.07,195,15347.06,,,45,,,8169563.9,
1013870014,1041455,19 East 72nd St,10021,Multifamily Housing,0,1937,199858,1,17,130.3,,,6.57,Multifamily Home,"{'Multifamily Home': 198233.0, 'Other': 1625.0}",0,4090228.22,162,10064.52,,,40,,,,7732836.5
1013890036,1041659,800 Park Ave,10021,Multifamily Housing,0,1925,73909,1,15,120,,,4.85,Multifamily Home,,0,1662951.89,55,9564.52,3192003.39,,16,,,,
1013910054,1041804,50 East 77th St,10075,Multifamily Housing,0,1930,155819,1,15,75.3,,,2.48,Multifamily Home,,0,3268306.5,86,10145.45,,,42,,9394131.67,,
4022647501,4312034,112-01 Queens Blvd,11375,Multifamily Housing,0,1991,458256,2,27,119.8,,,4.25,Multifamily Home,,0,10632946.03,600,26786700,,,219,,,,
1018967501,1057388,600 West 115th Street,10025,Multifamily Housing,0,1911,69280,1,12,117.2,,,7.14,Multifamily Home,"{'Multifamily Home': 65341.0, 'Retail': 3939.0}",0,833387.05,119,163939.61,,,45,,,,6091380.46
1013930043,1041880,66 East 79th St,10075,Multifamily Housing,0,1926,61875,1,15,77.4,,,3.95,Multifamily Home,"{'Multifamily Home': 60600.0, 'Other': 1275.0}",0,289603.75,46,11293.55,2773362.7,,18,,,,
1014000069,1042448,635 Park Ave,10065,Multifamily Housing,0,1913,72600,1,13,130.6,,,5.81,Multifamily Home,"{'Multifamily Home': 72100.0, 'Other': 500.0}",0,2036272.41,50,15441.06,,,15,,3842281.61,,
1014060069,1042830,755 Park Ave,10021,Multifamily Housing,0,1914,141771,1,12,107,,,4.72,Multifamily Home,"{'Multifamily Home': 137571.0, 'Other': 4200.0}",0,3098868.91,132,17926.67,,,43,,5686310.5,,
1015070033,1047431,1220 Park Ave,10029,Multifamily Housing,0,1930,246000,1,17,103.6,,,4.97,Multifamily Home,,0,8033353.56,352,65000,,,55,,11604372.83,,
1015020040,1046992,1130 Park Ave,10128,Multifamily Housing,0,1927,158022,1,16,67.5,,,1.91,Multifamily Home,"{'Multifamily Home': 142220.0, 'Medical Office': 15802.0}",0,3209703.15,165,31750,,,46,,,,5214089.94
1014980001,1046845,1050 Fifth Ave,10028,Multifamily Housing,0,1960,196700,1,20,103.1,,,4.26,Multifamily Home,"{'Multifamily Home': 193200.0, 'Other': 3500.0, 'Parking': 5300.0}",0,3509795.29,188,248638.71,6857353.34,,90,,,,
1013920070,1076290,965 Fifth Ave,10075,Multifamily Housing,0,1938,110150,1,19,120,,,5.81,Multifamily Home,,0,2331489.25,103,9411.73,,,46,,5913709.58,,
1013760037,1040856,550 Park Ave,10065,Multifamily Housing,0,1917,153190,1,17,131.1,,,5.73,Multifamily Home,"{'Multifamily Home': 151190.0, 'Other': 2000.0}",0,3954647.43,105,2613.75,,,35,,8657554.13,,
1011180036,1028166,55 Central Park West,10023,Multifamily Housing,0,1930,225284,1,18,100.9,,,5.04,Multifamily Home,"{'Multifamily Home': 224184.0, 'Medical Office': 1100.0, 'Parking': 4840.0}",0,4150280.09,206,185229.81,,,111,,,,9358471.08
1013930038,1041876,898 Park Ave,10075,Multifamily Housing,0,1924,42560,1,14,134.7,,,5.52,Multifamily Home,"{'Multifamily Home': 41140.0, 'Other': 1420.0}",0,936213.18,24,,1818062.01,,13,,,,
1013700021,1040638,30 Sutton Pl,10022,Multifamily Housing,0,1929,127293,1,14,118,,,5.24,Multifamily Home,,0,2041852.59,115,17998.33,6311720.41,,46,,,,
1008770009,1017989,60 Gramercy Park North,10010,Multifamily Housing,0,1928,184961,1,16,119.5,,,6.43,Multifamily Home,"{'Multifamily Home': 179761.0, 'Other': 5200.0}",0,3392804.87,234,230607.47,,,154,,,,12036284.88
1013690024,1040543,4 Sutton Pl,10022,Multifamily Housing,0,1930,45183,1,14,140.5,,,5.84,Multifamily Home,"{'Multifamily Home': 43183.0, 'Other': 2000.0}",0,1020004.55,40,3747.5,2331658.44,,11,,,,
1006080039,1010619,101 West 12th Street,10011,Multifamily Housing,0,1960,343110,1,21,146.8,,,8.31,Multifamily Home,"{'Multifamily Home': 327000.0, 'Retail': 12980.0, 'Other': 2630.0, 'Medical Office': 500.0}",0,6732624.37,,942068.75,,,375,,,,27362570.04
1014910030,1046442,79 East 79th St,10075,Multifamily Housing,0,1928,65353,1,14,117.1,,,4.76,Multifamily Home,"{'Multifamily Home': 63877.0, 'Other': 1476.0}",0,1282260.31,50,5800,2614261.71,,15,,,,
1015180001,1048105,1105 Park Ave,10128,Multifamily Housing,0,1923,158479,1,14,173.2,,,6.78,Multifamily Home,"{'Multifamily Home': 155279.0, 'Other': 3200.0}",0,2730845.36,157,7845141.53,,,55,,,0,
1014980020,1046850,49 East 86th Street,10028,Multifamily Housing,0,1930,91361,1,18,140.7,,,7.56,Multifamily Home,"{'Multifamily Home': 86270.0, 'Retail': 1500.0}",0,1684709.12,142,,,,46,,,,7038396.42
1013870031,1041461,55 East 72nd St,10021,Multifamily Housing,0,1924,76150,1,15,104.2,,,5.47,Multifamily Home,"{'Multifamily Home': 74450.0, 'Other': 1700.0}",0,1248512.51,63,14330,,,29,,,,3319199.72
1013957503,1041950,525 Park Ave,10065,Multifamily Housing,0,1915,112451,1,15,249.9,,,8.76,Multifamily Home,"{'Multifamily Home': 108651.0, 'Other': 3800.0}",0,6890454.05,81,145568.35,5303201.63,,54,,,,
1011657505,1030545,2112 Broadway,10023,Multifamily Housing,0,1928,158736,1,8,131.3,,,5.37,Multifamily Home,"{'Multifamily Home': 113390.0, 'Retail': 45346.0}",0,5412633.27,80,80434.6,,,29,,,6904238.96,
1013090069,1036494,417 Park Ave,10022,Multifamily Housing,0,1916,100247,1,13,119.9,,,5.87,Multifamily Home,"{'Multifamily Home': 96547.0, 'Other': 3700.0}",0,2279560.48,90,52378.96,,,28,,,,4174796.91
1014070016,1042844,125 East 72nd St,10021,Multifamily Housing,0,1917,173024,1,14,104.4,,,4.56,Multifamily Home,"{'Multifamily Home': 164506.0, 'Other': 5318.0, 'Medical Office': 3200.0}",0,3926491.19,125,29916.67,,,61,,5558699.83,,
1004817502,1007197,225 Lafayette St (60 Spring St),10012,Multifamily Housing,0,1926,94078,1,12,236.7,,,7.2,Multifamily Home,"{'Multifamily Home': 86219.0, 'Retail': 7859.0}",0,6378235.85,73,2217688.24,,,41,,,,
1014960034,1046822,1000 Park Ave,10028,Multifamily Housing,0,1916,184000,1,13,112.8,,,6.25,Multifamily Home,"{'Multifamily Home': 181395.0, 'Other': 2605.0}",0,4063708.52,288,83239.39,,,65,,,,8139063.37
1013920001,1041816,960 Fifth Ave/3 East 77th St,10075,Multifamily Housing,0,1927,196910,1,12,86.5,,,3.99,Multifamily Home,,0,2177102.56,134,198293.55,8976510.87,,68,,,,
1013780001,1041015,820 Fifth Ave,10065,Multifamily Housing,0,1916,114465,1,13,202.8,,,7.57,Multifamily Home,,0,5737347.93,74,14133.75,6368408.35,,14,,,,
1013770040,1040900,570 Park Ave,10065,Multifamily Housing,0,1916,133978,1,13,121.1,,,5.75,Multifamily Home,,0,3165288.86,227,895.21,,,52,,,,6650675.57
1013870037,1041464,770 Park Ave,10065,Multifamily Housing,0,1931,200244,1,19,160.1,,,6.64,Multifamily Home,"{'Multifamily Home': 198644.0, 'Other': 1600.0}",0,5491435.26,120,95535.19,12172978.95,,39,,,,
1013780033,1041036,580 Park Ave,10065,Multifamily Housing,0,1923,183919,1,14,106.6,,,5.03,Multifamily Home,"{'Multifamily Home': 181671.0, 'Other': 2248.0}",0,3865007.56,262,15219.35,,,52,,,,6014803.03
1013777501,1040922,817 Fifth Ave,10065,Multifamily Housing,0,1925,50250,1,14,190.6,,,7.69,Multifamily Home,,0,2061990.73,32,8125.21,3188270.3,,16,,,,
1013740037,1040757,510 Park Ave,10022,Multifamily Housing,0,1925,132926,1,14,139.7,,,4.91,Multifamily Home,"{'Multifamily Home': 121285.0, 'Bank/Financial Institution': 8941.0, 'Other': 2700.0}",0,3495499.96,97,7271321,,,26,,,,
1013820036,1041223,660 Park Ave,10065,Multifamily Housing,0,1926,59935,1,14,161.3,,,7.84,Multifamily Home,,0,1762163.32,49,6900,,,12,,,,3893183.46
1016150001,1800275,1280 Fifth Avenue,10029,Multifamily Housing,0,2008,308031,,,52.9,,,1.73,,,,,,,,,,,,,
1013630016,1040138,439 East 51st St,10022,Multifamily Housing,0,1925,98808,1,10,55,,,3.56,Multifamily Home,,0,1271570.34,103,47650,,,38,,,,4559869.02
1014070051,1042858,150 East 73rd St,10021,Multifamily Housing,0,1923,97328,1,11,113.5,,,5.82,Multifamily Home,"{'Multifamily Home': 91184.0, 'Other': 6144.0}",0,1739267.97,98,16000,,,42,,12741847.57,,
1019487502,1088610,88 Morningside Avenue,10027,Multifamily Housing,0,2010,67240,1,12,147,,,5.11,Multifamily Home,"{'Multifamily Home': 61001.0, 'House of Worship': 6239.0}",0,1733184.39,109,1145511.9,,,74,,,,
1015130005,1047669,103 East 84th St,10028,Multifamily Housing,0,1917,51184,1,9,126.6,,,6.42,Multifamily Home,"{'Multifamily Home': 48984.0, 'Other': 2200.0}",0,1137919.49,93,45171.98,,,31,,,,3262315.97
1016040001,1051482,1170 Fifth Ave,10029,Multifamily Housing,0,1917,153064,1,16,102.5,,,5.08,Multifamily Home,,0,2484041.14,214,154680,,,60,,,3546124.56,5576539.83
1013800035,1041136,620 Park Ave,10065,Multifamily Housing,0,1924,71116,1,14,112,,,5.15,Multifamily Home,"{'Multifamily Home': 67561.0, 'Other': 3555.0}",0,1451746.3,52,1640,,,13,,,6743247.23,
1006377507,1087671,360 West 11th St,10014,Multifamily Housing,0,2006,32652,1,12,263.6,,,8.65,Multifamily Home,"{'Multifamily Home': 17535.0, 'Other': 2245.0, 'Office': 12872.0}",0,1978337.89,13,2354669.17,,2.33,3,,,,
1011647501,1077846,201 West 72nd Street,10023,Multifamily Housing,0,1938,246461,1,21,177.9,,,6.46,Multifamily Home,,0,8023582.15,377,18023409,,,220,,,,
1008427502,1016065,15 Union Square West,10003,Multifamily Housing,0,1900,111568,1,12,246.6,,,8.04,Multifamily Home,"{'Multifamily Home': 95592.0, 'Retail': 15976.0}",0,6361154.39,123,6021160.89,,,36,,,,
1013950017,1041920,770 Lexington Ave &131 East 60th St,10065,Office,28,1960,158000,1,20,317,,,14.02,Office,"{'Bank/Financial Institution': 3000.0, 'Retail': 6000.0, 'Office': 149000.0}",0,9961014.81,,,17362628.43,2.3,,,,,
1013790021,1041078,29 East 64th St,10065,Multifamily Housing,0,1922,128000,1,12,98.4,,,4.84,Multifamily Home,"{'Multifamily Home': 123000.0, 'Retail': 5000.0}",0,2637401.81,133,28000,,,44,,,,11862997.07
1011517502,1087651,10 West End Ave,10019,Multifamily Housing,0,2005,232219,1,31,187.5,,,6.4,Multifamily Home,"{'Multifamily Home': 229214.0, 'Other': 3005.0, 'Parking': 34197.0}",0,9109535.26,268,11717527.27,,,170,,,,
1013630027,1040141,444 East 52nd St,10022,Multifamily Housing,0,1929,83795,1,11,96.5,,,5.33,Multifamily Home,,0,1188125.75,62,43409.38,,,49,,,,4757144.55
1018417503,1081578,455 Central Park West,10025,Multifamily Housing,0,2002,234358,1,25,135.2,,,4.14,Multifamily Home,,0,8683650.06,221,3538540,,,100,,,,
1013610039,1040084,12 Beekman Pl,10022,Multifamily Housing,0,1957,92850,1,13,109.3,,,4.75,Multifamily Home,"{'Multifamily Home': 92850.0, 'Parking': 8500.0}",0,1539349.31,102,98046.88,3644349.3,,69,,,,
1014990069,1046925,2 East 88th St,10128,Multifamily Housing,0,1930,56960,1,14,154.3,,,6.64,Multifamily Home,"{'Multifamily Home': 54979.0, 'Other': 1981.0}",0,1275690.9,38,10611.76,3566235.35,,14,,,,
1006977501,1087496,545 West 25th St,10001,Office,48,2005,78080,1,20,172.3,,,5.19,Office,,0,3493359.69,,1773496.67,,0.15,,,,,
1015330122,1048824,235 East 87th St,10128,Multifamily Housing,0,1962,152350,1,12,96.6,,,3.5,Multifamily Home,"{'Multifamily Home': 152350.0, 'Parking': 12000.0}",0,3182247.44,180,511145.16,,,139,,,,7537081.33
1015890002,1051376,1 East End Ave,10075,Multifamily Housing,0,1929,115835,1,14,114.2,,,6.18,Multifamily Home,,0,2096283.04,92,16394.12,,,31,,,,6747634.36
1014910012,1046432,21 East 79th St,10075,Multifamily Housing,0,1930,55000,1,14,157,,,6.52,Multifamily Home,"{'Multifamily Home': 53800.0, 'Other': 1200.0}",0,1399043.68,52,3229.44,2063005.14,,15,,,,
1015010001,1046965,1080 Fifth Ave,10128,Multifamily Housing,0,1961,110000,1,21,177.6,,,9.59,Multifamily Home,"{'Multifamily Home': 106700.0, 'Other': 3300.0}",0,2596891.99,102,234851.61,6025624.88,,47,,,,
